============================================================
====== CONTENTS OF: backtest_2025-08-13_15-15-55.txt ======
============================================================

===== BACKTEST REPORT FOR: signals_2025-08-13_20-45-55.json =====
Signal Generation Time (UTC): 2025-08-13 15:15:55

--- BUY SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied      Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
     ADAUSDT   Sell   80              False    Fail             46        0.974900          1.019900               No
     SUIUSDT   Sell   89              False Success             17        3.946900          4.065600               No
1000PEPEUSDT   Sell   67              False Success             17        0.011828          0.012200               No
     ENAUSDT   Sell   89              False Success             18        0.713800          0.760300               No
FARTCOINUSDT   Sell   89              False    Fail             59        1.112900          1.167800               No
     ARBUSDT   Sell   89              False    Fail             27        0.536000          0.552900              Yes
   TRUMPUSDT   Sell   89              False Success             18        9.482000          9.812000               No
     SKLUSDT   Sell   75              False    Fail             11        0.033900          0.045300               No
     LTCUSDT   Sell   60              False Success              7      127.820000        132.830000               No
    AVAXUSDT   Sell   89              False Success             18       24.941000         25.654000               No
    HYPEUSDT   Sell   75              False Success             18       46.428000         47.756000               No
   PENGUUSDT   Sell   89              False Success             18        0.036234          0.037631               No
    PUMPUSDT   Sell   89              False Success             15        0.003723          0.003941               No
    AAVEUSDT   Sell   60              False Success             34      326.220000        337.740000               No
   PROVEUSDT   Sell   60              False Success             18        1.344200          1.431100               No
     BCHUSDT   Sell   80              False Success             18      603.500000        622.850000               No
     GTCUSDT   Sell   75              False Success              1        0.427000          0.463000               No
      OPUSDT   Sell   89              False    Fail             57        0.815000          0.844000              Yes
     XLMUSDT   Sell   89              False Success             18        0.445130          0.457020               No
     LDOUSDT   Sell   89              False Success             34        1.414800          1.480300               No
     SEIUSDT   Sell   89              False Success             30        0.339200          0.354100               No
     AIOUSDT   Sell   60              False    Fail             39        0.079540          0.099460              Yes
   ETHFIUSDT   Sell   89              False Success             35        1.273000          1.323400               No
     WLDUSDT   Sell   89              False Success             27        1.086400          1.123800               No
     APTUSDT   Sell   89              False Success             18        4.886700          5.056300               No
    SOONUSDT   Sell   75              False Success             19        0.360450          0.385940               No
    HBARUSDT   Sell   89              False Success             18        0.265150          0.271810               No
     INJUSDT   Sell   89              False Success             34       15.509000         16.047000               No
    ONDOUSDT   Sell   89              False Success             18        1.055800          1.089900               No
     XNYUSDT   Sell   60              False Success            140        0.013462          0.015150               No
     TRXUSDT   Sell   60              False    Fail             48        0.364340          0.368110              Yes
   EIGENUSDT   Sell   80              False    Fail              9        1.580300          1.635500               No
     TONUSDT   Sell   60              False    Fail              3        3.503500          3.645000              Yes
      OGUSDT   Sell   89              False Success              9       15.662000         16.394000               No
      ZKUSDT   Sell   89              False    Fail             54        0.067020          0.071640              Yes
  PENDLEUSDT   Sell   89              False Success             17        5.258000          5.516400               No
     CFXUSDT   Sell   60              False Success             18        0.195390          0.204440               No
     SPKUSDT   Sell   89              False Success             18        0.086520          0.090780               No
  RAYSOLUSDT   Sell   60              False Success            124        3.705000          4.042800               No
     SPXUSDT   Sell   89              False Success             18        1.670100          1.732200               No
  ALPINEUSDT   Sell   75              False Success             15        1.289200          1.346900               No



============================================================
====== CONTENTS OF: backtest_2025-08-14_05-57-20.txt ======
============================================================

===== BACKTEST REPORT FOR: signals_2025-08-14_11-27-20.json =====
Signal Generation Time (UTC): 2025-08-14 05:57:20

--- BUY SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
     BTCUSDT    Buy   58              False    Fail              4     122249.9000     121318.500000               No
1000PEPEUSDT    Buy   57              False    Fail              5          0.0122          0.011828               No
     MYXUSDT    Buy   58              False    Fail              4          1.4728          1.216200              Yes
      OGUSDT    Buy   58              False Success             40         16.3940         15.662000               No

--- SELL SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
     ETHUSDT   Sell   89              False    Fail             33     4717.000000       4794.000000               No
     SOLUSDT   Sell   80              False Success              6      202.590000        208.340000               No
     XRPUSDT   Sell   89              False Success              5        3.222600          3.276400               No
    DOGEUSDT   Sell   89              False Success              6        0.241510          0.248680               No
     ADAUSDT   Sell   60              False Success              6        0.974900          1.019900               No
     SUIUSDT   Sell   89              False Success              5        3.946900          4.059900               No
     ENAUSDT   Sell   75              False Success              6        0.713800          0.759700               No
    LINKUSDT   Sell   89              False Success              6       23.211000         23.960000               No
FARTCOINUSDT   Sell   89              False    Fail             47        1.112900          1.167800               No
     BNBUSDT   Sell   60              False    Fail             15      850.320000        867.490000               No
     ARBUSDT   Sell   75              False    Fail             41        0.536000          0.552900              Yes
   TRUMPUSDT   Sell   75              False Success              6        9.482000          9.812000               No
     SKLUSDT   Sell   75              False    Fail             12        0.034450          0.048110               No
     UNIUSDT   Sell   67              False Success              7       11.468000         11.742000               No
    AVAXUSDT   Sell   75              False Success              5       24.941000         25.654000               No
     WIFUSDT   Sell   89              False Success              6        1.002700          1.045600               No
1000BONKUSDT   Sell   89              False Success              6        0.026022          0.027300               No
    HYPEUSDT   Sell   60              False Success              5       46.283000         47.705000               No
   PENGUUSDT   Sell   89              False Success              6        0.036202          0.037631               No
    PUMPUSDT   Sell   75              False Success              3        0.003723          0.003924               No
    AAVEUSDT   Sell   60              False Success             22      325.480000        337.740000               No
   PROVEUSDT   Sell   60              False Success              5        1.344200          1.425300               No
     BCHUSDT   Sell   80              False Success              5      603.500000        622.850000               No
     GTCUSDT   Sell   75              False Success             22        0.427000          0.515000               No
      OPUSDT   Sell   75              False Success             25        0.815000          0.844000               No
     XLMUSDT   Sell   89              False Success              6        0.445130          0.456760               No
     LDOUSDT   Sell   60              False Success             18        1.414800          1.480300               No
     DOTUSDT   Sell   75              False Success              5        4.184000          4.298000               No
     SEIUSDT   Sell   75              False Success              7        0.339200          0.353600               No
    NEARUSDT   Sell   80              False Success              5        2.952000          3.046000               No
   ETHFIUSDT   Sell   75              False Success             22        1.273000          1.323400               No
     WLDUSDT   Sell   60              False Success              6        1.085200          1.123300               No
     APTUSDT   Sell   75              False Success              5        4.886700          5.053900               No
     CRVUSDT   Sell   89              False Success              6        0.987000          1.029000               No
    SOONUSDT   Sell   60              False Success              6        0.360450          0.385600               No
     TIAUSDT   Sell   89              False Success              6        1.912800          1.989200               No
    HBARUSDT   Sell   89              False Success              6        0.265150          0.271810               No
1000SHIBUSDT   Sell   89              False Success              5        0.013593          0.013912               No
     ETCUSDT   Sell   67              False Success              5       23.256000         23.920000               No
     INJUSDT   Sell   75              False Success             18       15.509000         16.008000               No
    ONDOUSDT   Sell   75              False Success              5        1.055800          1.089900               No
     XNYUSDT   Sell   60              False Success            128        0.013462          0.015150               No
     TRXUSDT   Sell   60              False Success              7        0.364340          0.368110               No
   EIGENUSDT   Sell   60              False Success             23        1.580300          1.635500               No
     TONUSDT   Sell   60              False Success              5        3.503500          3.645000               No
     FILUSDT   Sell   89              False Success              5        2.644000          2.707000               No
    ZORAUSDT   Sell   67              False    Fail             46        0.104640          0.110100              Yes
   TOWNSUSDT   Sell   89              False Success              6        0.032560          0.033290               No
     TAOUSDT   Sell   89              False Success              5      379.180000        391.310000               No
      ZKUSDT   Sell   60              False Success             18        0.067020          0.071640               No
  PENDLEUSDT   Sell   89              False Success              5        5.258000          5.505200               No
     CFXUSDT   Sell   60              False Success              6        0.194740          0.204440               No
     SPKUSDT   Sell   75              False Success              3        0.086520          0.090600               No
  RAYSOLUSDT   Sell   60              False Success              7        3.705000          4.042800               No
 VIRTUALUSDT   Sell   89              False Success              5        1.290300          1.359900               No
  RESOLVUSDT   Sell   89              False Success              5        0.178880          0.185750               No
     SPXUSDT   Sell   75              False Success              6        1.670100          1.723300               No
  ALPINEUSDT   Sell   75              False Success              3        1.289200          1.342700               No
     FETUSDT   Sell   80              False Success              6        0.732100          0.758100               No



============================================================
====== CONTENTS OF: backtest_2025-08-14_06-59-43.txt ======
============================================================

===== BACKTEST REPORT FOR: signals_2025-08-14_12-29-43.json =====
Signal Generation Time (UTC): 2025-08-14 06:59:43

--- BUY SIGNALS ---
   Coin Signal  POP  EMA_Boost_Applied Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
ENAUSDT    Buy   57              False    Fail           67.0          0.7404            0.7138               No

--- SELL SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied      Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
     ETHUSDT   Sell   67              False      Success            8.0     4718.960000       4777.010000               No
     BTCUSDT   Sell   75              False Inconclusive            NaN   121514.500000     122081.600000               No
     SOLUSDT   Sell   60              False      Success            9.0      202.590000        208.190000               No
     XRPUSDT   Sell   60              False      Success            9.0        3.222600          3.272000               No
    DOGEUSDT   Sell   60              False      Success            9.0        0.240570          0.248180               No
     ADAUSDT   Sell   67              False      Success           20.0        0.975500          1.019900               No
     SUIUSDT   Sell   60              False      Success            9.0        3.942300          4.046200               No
1000PEPEUSDT   Sell   60              False      Success            7.0        0.011806          0.012200               No
     BNBUSDT   Sell   67              False      Success            9.0      854.920000        869.190000               No
FARTCOINUSDT   Sell   67              False      Success           19.0        1.111000          1.167600               No
     ARBUSDT   Sell   60              False      Success            4.0        0.536000          0.550300               No
     SKLUSDT   Sell   82              False         Fail           71.0        0.038580          0.049490               No
     MYXUSDT   Sell   60              False Inconclusive            NaN        1.371000          1.472800               No
   TRUMPUSDT   Sell   60              False      Success            9.0        9.441000          9.799000               No
     LTCUSDT   Sell   60              False      Success            9.0      127.600000        131.480000               No
     UNIUSDT   Sell   75              False      Success           47.0       11.462000         11.682000               No
    AVAXUSDT   Sell   60              False      Success           10.0       24.941000         25.654000               No
     WIFUSDT   Sell   60              False      Success            9.0        1.001700          1.035800               No
1000BONKUSDT   Sell   60              False      Success           26.0        0.025949          0.027158               No
    HYPEUSDT   Sell   60              False      Success            9.0       46.000000         47.596000               No
   PENGUUSDT   Sell   60              False      Success           23.0        0.035952          0.037489               No
    PUMPUSDT   Sell   75              False         Fail           25.0        0.003723          0.003900              Yes
    AAVEUSDT   Sell   60              False      Success            6.0      324.690000        334.110000               No
     BCHUSDT   Sell   75              False      Success            3.0      603.500000        613.920000               No
     GTCUSDT   Sell   60              False      Success           51.0        0.433000          0.529000               No
      OPUSDT   Sell   60              False      Success            9.0        0.813900          0.838500               No
     XLMUSDT   Sell   60              False      Success           49.0        0.443640          0.456230               No
     LDOUSDT   Sell   89              False      Success           12.0        1.414800          1.452900               No
     DOTUSDT   Sell   60              False      Success            9.0        4.179000          4.298000               No
     SEIUSDT   Sell   60              False      Success           14.0        0.339200          0.352600               No
    NEARUSDT   Sell   75              False      Success            9.0        2.952000          3.046000               No
     AIOUSDT   Sell   60              False         Fail           30.0        0.078000          0.099460              Yes
     WLDUSDT   Sell   60              False      Success           10.0        1.077700          1.120400               No
     APTUSDT   Sell   60              False      Success            9.0        4.880700          5.024700               No
    HBARUSDT   Sell   60              False      Success           67.0        0.266150          0.271100               No
     CRVUSDT   Sell   60              False      Success            9.0        0.982000          1.024000               No
     TIAUSDT   Sell   60              False      Success            9.0        1.910500          1.980800               No
1000SHIBUSDT   Sell   60              False      Success            9.0        0.013579          0.013912               No
     ETCUSDT   Sell   60              False      Success            9.0       23.256000         23.893000               No
    SOONUSDT   Sell   75              False      Success           73.0        0.360450          0.379000               No
    ONDOUSDT   Sell   60              False      Success           22.0        1.052000          1.089900               No
     TRXUSDT   Sell   67              False      Success           10.0        0.364340          0.369240               No
     INJUSDT   Sell   60              False      Success            9.0       15.509000         16.002000               No
     XNYUSDT   Sell   60              False      Success           36.0        0.013305          0.014874               No
   CYBERUSDT   Sell   60              False      Success           17.0        2.721000          2.815000               No
   EIGENUSDT   Sell   60              False         Fail           53.0        1.580300          1.635500               No
     TONUSDT   Sell   67              False      Success           10.0        3.488200          3.638800               No
      OGUSDT   Sell   60              False         Fail           95.0       15.744000         16.394000               No
     FILUSDT   Sell   60              False      Success            9.0        2.634000          2.703000               No
    ZORAUSDT   Sell   60              False      Success           41.0        0.104640          0.107980               No
     TAOUSDT   Sell   60              False      Success           10.0      378.630000        390.580000               No
      ZKUSDT   Sell   60              False      Success           40.0        0.066800          0.070280               No
     CFXUSDT   Sell   60              False      Success           62.0        0.193160          0.202050               No
  PENDLEUSDT   Sell   75              False      Success            9.0        5.245500          5.446700               No
   TOWNSUSDT   Sell   60              False      Success           12.0        0.031650          0.033290               No
     SPKUSDT   Sell   60              False      Success           10.0        0.086520          0.089950               No
  RAYSOLUSDT   Sell   60              False      Success           10.0        3.677500          4.042800               No
 VIRTUALUSDT   Sell   75              False      Success           12.0        1.285300          1.341600               No
  RESOLVUSDT   Sell   60              False      Success            7.0        0.178240          0.185470               No
     SPXUSDT   Sell   60              False      Success           16.0        1.670100          1.730200               No
     FETUSDT   Sell   60              False      Success            7.0        0.731300          0.755400               No
    GALAUSDT   Sell   60              False      Success           19.0        0.018160          0.018740               No



============================================================
====== CONTENTS OF: backtest_2025-08-14_07-39-26.txt ======
============================================================

===== BACKTEST REPORT FOR: signals_2025-08-14_13-09-26.json =====
Signal Generation Time (UTC): 2025-08-14 07:39:26

--- BUY SIGNALS ---
       Coin Signal  POP  EMA_Boost_Applied Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
VIRTUALUSDT    Buy   57              False    Fail           24.0          1.3288            1.2853               No

--- SELL SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied      Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
     ETHUSDT   Sell   60              False      Success           38.0     4718.960000       4763.310000               No
     BTCUSDT   Sell   60              False      Success           25.0   121514.500000     122054.200000               No
     SOLUSDT   Sell   60              False      Success           10.0      202.590000        206.950000               No
     XRPUSDT   Sell   60              False      Success           27.0        3.222600          3.256900               No
    DOGEUSDT   Sell   75              False      Success           13.0        0.240570          0.246000               No
     TIAUSDT   Sell   75              False      Success           28.0        1.910500          1.957600               No
1000SHIBUSDT   Sell   75              False      Success           28.0        0.013579          0.013814               No
    ONDOUSDT   Sell   60              False      Success           25.0        1.052000          1.085400               No
     CRVUSDT   Sell   75              False      Success           58.0        0.982000          1.012000               No
     ETCUSDT   Sell   75              False      Success           27.0       23.256000         23.670000               No
    SOONUSDT   Sell   60              False      Success           34.0        0.360450          0.379000               No
     TRXUSDT   Sell   60              False      Success           58.0        0.364340          0.369420               No
     INJUSDT   Sell   75              False      Success           38.0       15.509000         15.877000               No
   EIGENUSDT   Sell   60              False         Fail           14.0        1.582000          1.635500              Yes
   CYBERUSDT   Sell   80              False      Success           45.0        2.721000          2.806000               No
     TONUSDT   Sell   60              False      Success           11.0        3.488200          3.597000               No
     FILUSDT   Sell   75              False      Success           28.0        2.634000          2.687000               No
      OGUSDT   Sell   60              False         Fail           44.0       15.744000         16.394000               No
     TAOUSDT   Sell   75              False      Success           27.0      378.630000        386.890000               No
    ZORAUSDT   Sell   89              False Inconclusive            NaN        0.104640          0.106600               No
      ZKUSDT   Sell   60              False      Success           26.0        0.066800          0.069300               No
  PENDLEUSDT   Sell   67              False      Success           38.0        5.245500          5.381600               No
     CFXUSDT   Sell   60              False      Success           23.0        0.193160          0.200570               No
   TOWNSUSDT   Sell   60              False         Fail           14.0        0.031650          0.033290              Yes
     SPKUSDT   Sell   60              False      Success           48.0        0.086520          0.089720               No
  RAYSOLUSDT   Sell   60              False      Success           23.0        3.677500          3.957500               No
  RESOLVUSDT   Sell   75              False      Success           24.0        0.178240          0.183230               No
     SPXUSDT   Sell   75              False      Success           25.0        1.670100          1.730200               No
     FETUSDT   Sell   60              False      Success           23.0        0.731300          0.750300               No
    GALAUSDT   Sell   60              False      Success           25.0        0.018160          0.018600               No



============================================================
====== CONTENTS OF: backtest_2025-08-14_07-52-01.txt ======
============================================================

===== BACKTEST REPORT FOR: signals_2025-08-14_13-22-01.json =====
Signal Generation Time (UTC): 2025-08-14 07:52:01

--- SELL SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied      Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
     ETHUSDT   Sell   60              False Inconclusive            NaN     4718.960000       4763.310000               No
     BTCUSDT   Sell   60              False Inconclusive            NaN   121514.500000     122050.000000               No
     SOLUSDT   Sell   80              False      Success           45.0      202.590000        206.080000               No
     XRPUSDT   Sell   89              False      Success           47.0        3.222600          3.256500               No
    DOGEUSDT   Sell   89              False      Success           45.0        0.240570          0.245410               No
     ADAUSDT   Sell   60              False      Success           70.0        0.975500          1.003300               No
     SUIUSDT   Sell   89              False      Success           44.0        3.942300          4.020800               No
1000PEPEUSDT   Sell   89              False         Fail            3.0        0.011806          0.012118              Yes
     ENAUSDT   Sell   75              False      Success           47.0        0.713800          0.735400               No
    LINKUSDT   Sell   89              False      Success           44.0       23.209000         23.813000               No
FARTCOINUSDT   Sell   60              False      Success           45.0        1.111000          1.151800               No
     BNBUSDT   Sell   60              False         Fail           92.0      855.830000        869.190000               No
     ARBUSDT   Sell   60              False      Success           47.0        0.536000          0.548700               No
     SKLUSDT   Sell   60              False         Fail           19.0        0.039300          0.049490               No
   TRUMPUSDT   Sell   89              False      Success           43.0        9.441000          9.682000               No
     MYXUSDT   Sell   60              False      Success           32.0        1.371000          1.460000               No
     LTCUSDT   Sell   89              False      Success           15.0      127.600000        129.750000               No
    AVAXUSDT   Sell   75              False      Success           47.0       24.941000         25.317000               No
     UNIUSDT   Sell   89              False      Success           48.0       11.462000         11.633000               No
     WIFUSDT   Sell   89              False      Success           14.0        1.001700          1.024600               No
1000BONKUSDT   Sell   89              False      Success           25.0        0.025949          0.026856               No
    HYPEUSDT   Sell   75              False      Success           60.0       46.000000         47.312000               No
   PENGUUSDT   Sell   75              False      Success           45.0        0.035952          0.036980               No
   PROVEUSDT   Sell   60              False      Success           28.0        1.347000          1.382400               No
    AAVEUSDT   Sell   75              False      Success           47.0      324.690000        331.360000               No
    PUMPUSDT   Sell   60              False      Success           11.0        0.003723          0.003900               No
     BCHUSDT   Sell   75              False      Success           11.0      603.500000        611.330000               No
     GTCUSDT   Sell   80              False         Fail           24.0        0.433000          0.529000               No
      OPUSDT   Sell   75              False      Success           45.0        0.813900          0.829600               No
     XLMUSDT   Sell   89              False      Success           10.0        0.443640          0.453530               No
     LDOUSDT   Sell   75              False      Success           45.0        1.414800          1.441500               No
     DOTUSDT   Sell   75              False      Success           15.0        4.179000          4.260000               No
     SEIUSDT   Sell   89              False      Success           15.0        0.339200          0.348900               No
    NEARUSDT   Sell   60              False         Fail            2.0        2.952000          3.046000              Yes
     AIOUSDT   Sell   80              False      Success            8.0        0.078000          0.094000               No
   ETHFIUSDT   Sell   60              False      Success           32.0        1.273000          1.320400               No
     WLDUSDT   Sell   60              False      Success           45.0        1.077700          1.113100               No
     APTUSDT   Sell   75              False      Success           15.0        4.880700          4.989700               No
    HBARUSDT   Sell   60              False      Success           69.0        0.266150          0.270910               No
     TIAUSDT   Sell   89              False      Success           25.0        1.910500          1.957600               No
    ONDOUSDT   Sell   60              False      Success           15.0        1.052000          1.083200               No
1000SHIBUSDT   Sell   89              False         Fail            3.0        0.013579          0.013814              Yes
     ETCUSDT   Sell   89              False      Success           15.0       23.256000         23.670000               No
     CRVUSDT   Sell   75              False      Success           45.0        0.982000          1.012000               No
    SOONUSDT   Sell   60              False      Success           21.0        0.360450          0.379000               No
     TRXUSDT   Sell   60              False      Success           46.0        0.364340          0.369490               No
     INJUSDT   Sell   89              False         Fail            4.0       15.509000         15.877000              Yes
     XNYUSDT   Sell   60              False      Success           13.0        0.013305          0.014788               No
   CYBERUSDT   Sell   60              False      Success           44.0        2.721000          2.806000               No
     FILUSDT   Sell   89              False      Success           31.0        2.634000          2.687000               No
      OGUSDT   Sell   60              False         Fail           32.0       15.744000         16.394000               No
     TAOUSDT   Sell   89              False      Success           25.0      378.630000        386.890000               No
      ZKUSDT   Sell   75              False      Success           15.0        0.066800          0.069250               No
    ZORAUSDT   Sell   60              False Inconclusive            NaN        0.104640          0.106600               No
  PENDLEUSDT   Sell   67              False      Success           70.0        5.245500          5.381600               No
     CFXUSDT   Sell   89              False      Success           10.0        0.193160          0.200310               No
     SPKUSDT   Sell   60              False      Success           40.0        0.086520          0.089720               No
 VIRTUALUSDT   Sell   67              False      Success           15.0        1.285300          1.326600               No
  RAYSOLUSDT   Sell   89              False      Success           32.0        3.677500          3.917500               No
  RESOLVUSDT   Sell   89              False      Success           14.0        0.178240          0.182880               No
     SPXUSDT   Sell   89              False         Fail           90.0        1.670100          1.730200               No
     FETUSDT   Sell   89              False      Success           15.0        0.731300          0.749500               No
    GALAUSDT   Sell   75              False      Success           32.0        0.018160          0.018570               No



============================================================
====== CONTENTS OF: backtest_2025-08-14_08-57-05.txt ======
============================================================

===== BACKTEST REPORT FOR: signals_2025-08-14_14-27-05.json =====
Signal Generation Time (UTC): 2025-08-14 08:57:05

--- BUY SIGNALS ---
    Coin Signal  POP  EMA_Boost_Applied      Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
AAVEUSDT    Buy   58              False Inconclusive            NaN       327.99000         324.69000               No
 AIOUSDT    Buy   57              False         Fail            7.0         0.08413           0.07800               No
 CFXUSDT    Buy   57              False Inconclusive            NaN         0.19671           0.19316               No

--- SELL SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied      Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
     ETHUSDT   Sell   89              False         Fail           10.0     4718.960000       4763.310000               No
     BTCUSDT   Sell   80              False         Fail           17.0   121514.500000     121920.000000               No
     SOLUSDT   Sell   75              False         Fail           17.0      202.750000        205.740000               No
     XRPUSDT   Sell   75              False Inconclusive            NaN        3.223100          3.245200               No
    DOGEUSDT   Sell   89              False Inconclusive            NaN        0.240570          0.242930               No
     ADAUSDT   Sell   60              False      Success            5.0        0.975500          0.997300               No
     SUIUSDT   Sell   75              False Inconclusive            NaN        3.942300          3.989300               No
     ENAUSDT   Sell   75              False         Fail           32.0        0.717800          0.731400               No
1000PEPEUSDT   Sell   89              False Inconclusive            NaN        0.011806          0.011991               No
    LINKUSDT   Sell   60              False         Fail           30.0       23.209000         23.813000               No
FARTCOINUSDT   Sell   89              False Inconclusive            NaN        1.111000          1.129300               No
     BNBUSDT   Sell   60              False         Fail           27.0      856.290000        869.190000               No
     ARBUSDT   Sell   60              False         Fail           28.0        0.537700          0.548700               No
     SKLUSDT   Sell   75              False         Fail           20.0        0.045640          0.049490               No
   TRUMPUSDT   Sell   67              False Inconclusive            NaN        9.441000          9.562000               No
     MYXUSDT   Sell   60              False Inconclusive            NaN        1.390000          1.460000               No
     LTCUSDT   Sell   75              False         Fail           59.0      127.600000        129.160000               No
    AVAXUSDT   Sell   60              False         Fail           30.0       24.962000         25.309000               No
     WIFUSDT   Sell   75              False         Fail           30.0        1.001700          1.023900               No
1000BONKUSDT   Sell   67              False         Fail           30.0        0.025949          0.026483               No
     UNIUSDT   Sell   89              False         Fail           35.0       11.462000         11.596000               No
    HYPEUSDT   Sell   89              False         Fail           23.0       46.000000         47.330000               No
   PROVEUSDT   Sell   60              False Inconclusive            NaN        1.355000          1.377300               No
   PENGUUSDT   Sell   89              False Inconclusive            NaN        0.035952          0.036549               No
    PUMPUSDT   Sell   75              False         Fail           54.0        0.003727          0.003848               No
     GTCUSDT   Sell   84              False         Fail            5.0        0.465000          0.529000              Yes
     BCHUSDT   Sell   75              False         Fail           17.0      605.870000        611.330000               No
      OPUSDT   Sell   89              False         Fail           28.0        0.813900          0.829600               No
     XLMUSDT   Sell   75              False Inconclusive            NaN        0.443640          0.447690               No
     LDOUSDT   Sell   89              False         Fail           24.0        1.415300          1.439800               No
    NEARUSDT   Sell   60              False         Fail           39.0        2.964000          3.013000               No
     DOTUSDT   Sell   75              False         Fail           39.0        4.179000          4.246000               No
     SEIUSDT   Sell   67              False         Fail           29.0        0.339300          0.347700               No
     WLDUSDT   Sell   67              False      Success            7.0        1.077700          1.105200               No
   ETHFIUSDT   Sell   60              False         Fail           30.0        1.278100          1.320400               No
     APTUSDT   Sell   75              False         Fail           29.0        4.880700          4.962600               No
     TIAUSDT   Sell   67              False         Fail           29.0        1.910500          1.944800               No
    HBARUSDT   Sell   60              False Inconclusive            NaN        0.266150          0.269700               No
    ONDOUSDT   Sell   89              False         Fail           56.0        1.052000          1.071900               No
     ETCUSDT   Sell   89              False         Fail           30.0       23.268000         23.588000               No
     TRXUSDT   Sell   60              False         Fail           30.0        0.364710          0.369490               No
     XNYUSDT   Sell   75              False Inconclusive            NaN        0.013305          0.013991               No
    SOONUSDT   Sell   75              False Inconclusive            NaN        0.361920          0.366830               No
     INJUSDT   Sell   75              False         Fail           38.0       15.571000         15.824000               No
1000SHIBUSDT   Sell   89              False         Fail           29.0        0.013579          0.013784               No
     CRVUSDT   Sell   67              False      Success            7.0        0.982000          0.998000               No
   EIGENUSDT   Sell   60              False Inconclusive            NaN        1.580600          1.611500               No
     TONUSDT   Sell   75              False      Success           21.0        3.488200          3.563200               No
   CYBERUSDT   Sell   60              False      Success            7.0        2.721000          2.765000               No
      OGUSDT   Sell   60              False      Success            3.0       15.744000         16.176000               No
     FILUSDT   Sell   89              False         Fail           36.0        2.634000          2.675000               No
     TAOUSDT   Sell   89              False         Fail           36.0      378.630000        385.000000               No
      ZKUSDT   Sell   75              False         Fail           37.0        0.066800          0.068430               No
  PENDLEUSDT   Sell   75              False         Fail           36.0        5.245500          5.381600               No
    ZORAUSDT   Sell   80              False Inconclusive            NaN        0.104680          0.106240               No
  RAYSOLUSDT   Sell   67              False         Fail           56.0        3.677500          3.811000               No
     SPKUSDT   Sell   67              False      Success           43.0        0.086680          0.088040               No
   TOWNSUSDT   Sell   89              False      Success            7.0        0.031650          0.032680               No
 VIRTUALUSDT   Sell   67              False         Fail           27.0        1.285300          1.311500               No
  RESOLVUSDT   Sell   75              False         Fail           31.0        0.178240          0.182880               No
     SPXUSDT   Sell   60              False         Fail           25.0        1.676500          1.730200               No
     FETUSDT   Sell   67              False         Fail           30.0        0.731300          0.741400               No
    GALAUSDT   Sell   89              False         Fail           38.0        0.018160          0.018450               No



============================================================
====== CONTENTS OF: backtest_2025-08-14_09-45-53.txt ======
============================================================

===== BACKTEST REPORT FOR: signals_2025-08-14_15-15-53.json =====
Signal Generation Time (UTC): 2025-08-14 09:45:53

--- SELL SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied      Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
     BTCUSDT   Sell   80              False Inconclusive            NaN   121560.100000     121695.500000               No
     SOLUSDT   Sell   60              False Inconclusive            NaN      204.190000        205.740000               No
     XRPUSDT   Sell   60              False Inconclusive            NaN        3.229200          3.245200               No
    DOGEUSDT   Sell   89              False         Fail           11.0        0.240900          0.242930               No
     ADAUSDT   Sell   80              False         Fail            7.0        0.983400          0.997300               No
     SUIUSDT   Sell   60              False Inconclusive            NaN        3.967300          3.989300               No
     ENAUSDT   Sell   60              False Inconclusive            NaN        0.727800          0.731400               No
1000PEPEUSDT   Sell   60              False Inconclusive            NaN        0.011900          0.011986               No
    LINKUSDT   Sell   81              False Inconclusive            NaN       23.633000         23.813000               No
FARTCOINUSDT   Sell   60              False Inconclusive            NaN        1.118500          1.128100               No
     BNBUSDT   Sell   67              False Inconclusive            NaN      864.350000        868.200000               No
     SKLUSDT   Sell   75              False Inconclusive            NaN        0.046150          0.048150               No
