Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule,CONFL_FLAG__RSI__30___CVD_falling
PNUTUSDT,Strong Buy,68,0.27734,0.27933685,0.2690198,Bullish,2025-09-13T09:25:52.134155+00:00,2025-09-13T14:55:52.134155+05:30,Success,6,6.0,,5.04%,83.8299124916179,0.0020226683883113328,0.00100965867619907,0.0010130097121122629,0.2767549811358612,0.269586,0.26241701886413876,1.0408020925883266,185.54983307753932,5.0,3.0,0.0,0.26948476975431934,0.0013813703457281874,0.2738953125,0.0010870312499999812,0.396878369358724,,42.23843528069238,,rising,31560566.0,8.0,20.0,15.0,5.0,0.0,5.0,1.0408020925883266,83.8299124916179,185.54983307753932,0.0010130097121122629,0.0013813703457281874,0.2738953125,,42.23843528069238,,3.0,0.0,rising,31560566.0,0.0010870312499999812,0.396878369358724,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,53.0,61.0,0.0010870312499999812,0.396878369358724,True,1.466673604576702,0.396878369358724,False,,61.0,68.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
ARBUSDT,Strong Buy,68,0.5549,0.55889528,0.538253,Bullish,2025-09-13T09:25:55.691357+00:00,2025-09-13T14:55:55.691357+05:30,Fail,266,,266.0,5.04%,79.71509342534746,0.0022705661580150194,0.0015149639527089471,0.0007556022053060722,0.5552194736647021,0.54812,0.541020526335298,0.9775001866483012,157.54660252555917,5.0,3.0,0.0,0.5470866530374587,0.001390816376316991,0.5527312500000001,0.0009234375000000128,0.16706808236371884,,46.76053731316011,,rising,11233793.7,8.0,20.0,15.0,5.0,0.0,5.0,0.9775001866483012,79.71509342534746,157.54660252555917,0.0007556022053060722,0.001390816376316991,0.5527312500000001,,46.76053731316011,,3.0,0.0,rising,11233793.7,0.0009234375000000128,0.16706808236371884,5.040000000000058,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,53.0,61.0,0.0009234375000000128,0.16706808236371884,True,1.086559258537027,0.16706808236371884,False,,61.0,68.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
UNIUSDT,Buy,60,10.277,10.3509944,9.96869,Bullish,2025-09-13T09:25:56.891198+00:00,2025-09-13T14:55:56.891198+05:30,Fail,443,,443.0,5.04%,74.92869533778548,0.023103611359633902,0.014971913665650748,0.008131697693983154,10.285800891928355,10.206949999999999,10.128099108071643,0.9441928194271254,147.79977396186874,5.0,3.0,0.0,10.200659160155448,0.019053138500730094,10.2545,0.008218749999999275,0.08014774001657102,,32.88835469806853,,rising,511809.0,8.0,19.242970975522873,15.0,5.0,0.0,5.0,0.9441928194271254,74.92869533778548,147.79977396186874,0.008131697693983154,0.019053138500730094,10.2545,,32.88835469806853,,3.0,0.0,rising,511809.0,0.008218749999999275,0.08014774001657102,5.040000000000009,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,60,52.0,60.0,0.008218749999999275,0.08014774001657102,False,0.8535809146269059,0.08014774001657102,False,conditions_not_met,,,,
TRUMPUSDT,Buy,61,9.175,9.24106,8.89975,Bullish,2025-09-13T09:25:59.289130+00:00,2025-09-13T14:55:59.289130+05:30,Success,39,39.0,,5.04%,83.61600998318677,0.02428580167839023,0.01649434066245611,0.007791461015934118,9.17953715822538,9.1026,9.025662841774622,0.9705138691756231,150.29318899413568,5.0,3.0,0.0,9.08875679225392,0.014954099066575448,9.151046875,0.00987499999999919,0.10791115087583013,,48.55153719029721,,rising,507769.80999999994,8.0,20.0,15.0,5.0,0.0,5.0,0.9705138691756231,83.61600998318677,150.29318899413568,0.007791461015934118,0.014954099066575448,9.151046875,,48.55153719029721,,3.0,0.0,rising,507769.80999999994,0.00987499999999919,0.10791115087583013,5.040000000000017,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,61,53.0,61.0,0.00987499999999919,0.10791115087583013,False,1.0420502072704798,0.10791115087583013,False,conditions_not_met,,,,
BCHUSDT,Buy,47,603.93,608.278296,585.8121,Bullish,2025-09-13T09:26:00.486213+00:00,2025-09-13T14:56:00.486213+05:30,Inconclusive,600,,,5.04%,70.87235371756115,0.8062166298449256,0.5360554010727641,0.27016122877216153,604.6723086907883,601.8525000000001,599.0326913092118,0.8683760545150898,136.18950824798074,5.0,3.0,0.0,601.4248122570739,0.6660341221987024,603.56796875,0.28890624999996817,0.04786639864244257,,30.685292908316956,,rising,1170.1660000000002,8.0,13.735041005297775,15.0,5.0,0.0,5.0,0.8683760545150898,70.87235371756115,136.18950824798074,0.27016122877216153,0.6660341221987024,603.56796875,,30.685292908316956,,3.0,0.0,rising,1170.1660000000002,0.28890624999996817,0.04786639864244257,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.26}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,,
SEIUSDT,Buy,41,0.354,0.3565488,0.34338,Bullish,2025-09-13T09:26:01.659430+00:00,2025-09-13T14:56:01.659430+05:30,Success,200,200.0,,5.04%,59.53369752001805,0.00049177713346088,0.00031872715102291215,0.00017304998243796788,0.3546294096821307,0.35233499999999995,0.3500405903178692,0.8628384270183607,117.87072243345199,5.0,3.0,0.0,0.35173000101933,0.0011071988746087524,0.35337968749999993,0.00025781249999989875,0.07295623068315119,,10.514913274477284,,rising,7358409.0,8.0,7.751087247066462,15.0,5.0,0.0,5.0,0.8628384270183607,59.53369752001805,117.87072243345199,0.00017304998243796788,0.0011071988746087524,0.35337968749999993,,10.514913274477284,,3.0,0.0,rising,7358409.0,0.00025781249999989875,0.07295623068315119,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.25}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
BSWUSDT,Buy,54,0.03153,0.03175702,0.0305841,Bullish,2025-09-13T09:26:04.054442+00:00,2025-09-13T14:56:04.054442+05:30,Success,1,1.0,,5.04%,29.50671816716853,-0.0007555881353124988,-0.0005781934357532029,-0.0001773946995592959,0.035171218592016856,0.033125,0.03107878140798315,0.11025669343862937,-134.13810904181366,5.0,0.0,3.0,0.03354342448783675,0.0008241553703112509,0.0316146875,-0.00022328124999999865,-0.7062579694959775,,-31.102120230770648,,falling,-32235460.0,24.0,0.0,8.0,5.0,12.0,5.0,0.11025669343862937,29.50671816716853,-134.13810904181366,-0.0001773946995592959,0.0008241553703112509,0.0316146875,,-31.102120230770648,,0.0,3.0,falling,-32235460.0,-0.00022328124999999865,-0.7062579694959775,5.039999999999924,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,,,-0.00022328124999999865,-0.7062579694959775,,,,,,,,,1.0
JELLYJELLYUSDT,Buy,51,0.04855,0.04889956,0.0470935,Bullish,2025-09-13T09:26:05.251138+00:00,2025-09-13T14:56:05.251138+05:30,Success,25,25.0,,5.04%,28.292874617851623,-0.0010238527161558625,-0.0010890331832594153,6.518046710355285e-05,0.051290876168486675,0.049577500000000004,0.04786412383151333,0.20015341088012992,-101.39631610219821,5.0,0.0,3.0,0.051832800929218034,0.0005662557818871342,0.04822015625000001,-0.00012406249999999397,-0.25728348816786334,,-48.03177186254443,,falling,-45295787.0,18.0,2.762587615921368,8.0,5.0,12.0,5.0,0.20015341088012992,28.292874617851623,-101.39631610219821,6.518046710355285e-05,0.0005662557818871342,0.04822015625000001,,-48.03177186254443,,0.0,3.0,falling,-45295787.0,-0.00012406249999999397,-0.25728348816786334,5.039999999999982,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 14, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 17.24}]}",False,hma_not_aligned,,Buy,51,,,-0.00012406249999999397,-0.25728348816786334,,,,,,,,,1.0
FILUSDT,Buy,61,2.606,2.6247632,2.52782,Bullish,2025-09-13T09:26:08.760331+00:00,2025-09-13T14:56:08.760331+05:30,Success,141,141.0,,5.04%,84.72059482152322,0.006721809290049396,0.0038834634117580866,0.00283834587829131,2.602667440020462,2.5807,2.5587325599795383,1.0758522608103989,205.50847457626844,5.0,3.0,0.0,2.57857314831726,0.004893228625582029,2.59228125,0.0025156250000000213,0.09704290381300336,,45.31127794337044,,rising,2632305.9999999995,8.0,20.0,15.0,5.0,0.0,5.0,1.0758522608103989,84.72059482152322,205.50847457626844,0.00283834587829131,0.004893228625582029,2.59228125,,45.31127794337044,,3.0,0.0,rising,2632305.9999999995,0.0025156250000000213,0.09704290381300336,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,61,53.0,61.0,0.0025156250000000213,0.09704290381300336,False,1.1601116953548027,0.09704290381300336,False,conditions_not_met,,,,
NEARUSDT,Buy,58,2.86,2.880592,2.7742,Bullish,2025-09-13T09:26:09.953825+00:00,2025-09-13T14:56:09.953825+05:30,Success,142,142.0,,5.04%,78.93608637455092,0.008178896032532634,0.006220284867695826,0.001958611164836808,2.862065967917917,2.8388,2.815534032082083,0.9556010752441996,160.015573291799,5.0,3.0,0.0,2.8301171043665256,0.006066105003745229,2.851765625,0.0022500000000005294,0.07889848942268982,,40.1998860020437,,rising,1693583.0,8.0,16.74906928367731,15.0,5.0,0.0,5.0,0.9556010752441996,78.93608637455092,160.015573291799,0.001958611164836808,0.006066105003745229,2.851765625,,40.1998860020437,,3.0,0.0,rising,1693583.0,0.0022500000000005294,0.07889848942268982,5.04000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,58,50.0,58.0,0.0022500000000005294,0.07889848942268982,False,0.6457557736397759,0.07889848942268982,False,conditions_not_met,,,,
XLMUSDT,Buy,61,0.41163,0.41459374,0.3992811,Bullish,2025-09-13T09:26:11.150779+00:00,2025-09-13T14:56:11.150779+05:30,Inconclusive,600,,,5.04%,85.311116367984,0.0015468140661176744,0.0010899633268366153,0.0004568507392810591,0.4121106839505317,0.4073895,0.40266831604946834,0.9490928593793132,154.72599643947368,5.0,3.0,0.0,0.406475906593486,0.0009015609299042956,0.41024484375000003,0.0004359375000000387,0.1062627615292334,,55.437007327253404,,rising,16843355.0,8.0,20.0,15.0,5.0,0.0,5.0,0.9490928593793132,85.311116367984,154.72599643947368,0.0004568507392810591,0.0009015609299042956,0.41024484375000003,,55.437007327253404,,3.0,0.0,rising,16843355.0,0.0004359375000000387,0.1062627615292334,5.039999999999991,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,61,53.0,61.0,0.0004359375000000387,0.1062627615292334,False,1.0134661432800902,0.1062627615292334,False,conditions_not_met,,,,
TIAUSDT,Buy,47,1.8861,1.89967992,1.829517,Bullish,2025-09-13T09:26:12.343816+00:00,2025-09-13T14:56:12.343816+05:30,Success,238,238.0,,5.04%,74.34312505999185,0.006162477352553708,0.004096239385738843,0.0020662379668148646,1.8882358508198214,1.868165,1.8480941491801788,0.9467922202452931,171.78129703053492,5.0,3.0,0.0,1.864413776268557,0.004902102542905599,1.8781546875,0.002276562500000079,0.12121272625474726,,35.551021511992516,,rising,1732187.0,8.0,14.116008543175779,15.0,5.0,0.0,5.0,0.9467922202452931,74.34312505999185,171.78129703053492,0.0020662379668148646,0.004902102542905599,1.8781546875,,35.551021511992516,,3.0,0.0,rising,1732187.0,0.002276562500000079,0.12121272625474726,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.88}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,,
BIOUSDT,Buy,42,0.15475,0.1558642,0.1501075,Bullish,2025-09-13T09:26:13.543568+00:00,2025-09-13T14:56:13.543568+05:30,Success,13,13.0,,5.04%,72.34280618517448,0.0005931565183763254,0.00048415626316040906,0.00010900025521591637,0.15517903059070237,0.1535555,0.15193196940929765,0.8678711096793167,125.87174978551667,5.0,3.0,0.0,0.15312145177867048,0.0004993752561742166,0.15451515625000004,0.00011734374999999853,0.07594319731984124,,36.4664243637542,,rising,24905442.0,8.0,9.238557763601625,15.0,5.0,0.0,5.0,0.8678711096793167,72.34280618517448,125.87174978551667,0.00010900025521591637,0.0004993752561742166,0.15451515625000004,,36.4664243637542,,3.0,0.0,rising,24905442.0,0.00011734374999999853,0.07594319731984124,5.040000000000044,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.76}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,,
GOATUSDT,Strong Buy,66,0.11779,0.11863809,0.1142563,Bullish,2025-09-13T09:26:15.904089+00:00,2025-09-13T14:56:15.904089+05:30,Success,5,5.0,,5.04%,58.56822195200204,0.00011871679162858695,-0.0001941905287549857,0.0003129073203835726,0.1182369850551726,0.11629300000000001,0.11434901494482741,0.8850338242099002,135.94248017196855,5.0,3.0,0.0,0.11698381198548292,0.0008786336905158928,0.11703999999999999,0.00045890625000000185,0.3920935150375956,,3.4180937289042532,,falling,-157968.0,8.0,12.547106456612598,15.0,10.0,0.0,5.0,0.8850338242099002,58.56822195200204,135.94248017196855,0.0003129073203835726,0.0008786336905158928,0.11703999999999999,,3.4180937289042532,,3.0,0.0,falling,-157968.0,0.00045890625000000185,0.3920935150375956,5.039999999999981,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,66,51.0,59.0,0.00045890625000000185,0.3920935150375956,True,0.7122588713843832,0.3920935150375956,True,,59.0,66.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
ETCUSDT,Buy,40,22.26,22.420272,21.5922,Bullish,2025-09-13T09:26:17.096724+00:00,2025-09-13T14:56:17.096724+05:30,Success,240,240.0,,5.04%,67.63817449085724,0.04558835775821635,0.04192739267550091,0.003660965082715434,22.33527875501472,22.1809,22.026521244985283,0.7561881004690668,86.41653639047861,5.0,3.0,0.0,22.132661195154107,0.036470860475836406,22.27821875,-0.002874999999999517,-0.01290498146311413,,33.096089509574945,,rising,103879.02999999998,4.0,11.409133232361867,15.0,5.0,0.0,5.0,0.7561881004690668,67.63817449085724,86.41653639047861,0.003660965082715434,0.036470860475836406,22.27821875,,33.096089509574945,,3.0,0.0,rising,103879.02999999998,-0.002874999999999517,-0.01290498146311413,5.039999999999971,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.59}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
TAOUSDT,Buy,45,365.64,368.272608,354.6708,Bullish,2025-09-13T09:26:18.289158+00:00,2025-09-13T14:56:18.289158+05:30,Success,54,54.0,,5.04%,81.79133342702394,1.1753177104054657,0.944128084813014,0.2311896255924517,366.0691134133637,363.1275,360.1858865866363,0.9270615555031354,139.59634356050157,5.0,3.0,0.0,362.04761407590263,0.7355241615646957,365.2675,0.2737500000000068,0.07494507450019693,,51.023511551230314,,rising,10917.502,8.0,11.5436692690221,15.0,5.0,0.0,5.0,0.9270615555031354,81.79133342702394,139.59634356050157,0.2311896255924517,0.7355241615646957,365.2675,,51.023511551230314,,3.0,0.0,rising,10917.502,0.2737500000000068,0.07494507450019693,5.040000000000009,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.46}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,,
ETHFIUSDT,Buy,46,1.4447,1.45510184,1.401359,Bullish,2025-09-13T09:26:19.481807+00:00,2025-09-13T14:56:19.481807+05:30,Success,38,38.0,,5.04%,67.22620343144882,0.0026658487714668055,0.0012068563438017064,0.0014589924276650992,1.4462615393770817,1.434675,1.4230884606229182,0.932614073699593,157.19777872704304,5.0,3.0,0.0,1.436777953969597,0.003936144253195115,1.4424437500000002,0.0014140624999998685,0.09803241894180403,,20.48275252392685,,rising,89860.60000000008,8.0,12.89596925609084,15.0,5.0,0.0,5.0,0.932614073699593,67.22620343144882,157.19777872704304,0.0014589924276650992,0.003936144253195115,1.4424437500000002,,20.48275252392685,,3.0,0.0,rising,89860.60000000008,0.0014140624999998685,0.09803241894180403,5.0400000000000515,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.1}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
OGUSDT,Buy,41,16.703,16.8232616,16.20191,Bullish,2025-09-13T09:26:20.675435+00:00,2025-09-13T14:56:20.675435+05:30,Success,5,5.0,,5.04%,39.28245615107198,-0.07002530043730815,-0.052503632091877216,-0.01752166834543093,17.076346179771466,16.864250000000002,16.652153820228538,0.1198658547887306,-144.13752771090978,5.0,3.0,0.0,16.88616623087479,0.12026901356074443,16.721796875000003,-0.020781249999998863,-0.12427641691466762,,-15.326388440557908,,falling,-20799.100000000006,18.0,0.0,8.0,10.0,0.0,5.0,0.1198658547887306,39.28245615107198,-144.13752771090978,-0.01752166834543093,0.12026901356074443,16.721796875000003,,-15.326388440557908,,3.0,0.0,falling,-20799.100000000006,-0.020781249999998863,-0.12427641691466762,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
OPUSDT,Strong Buy,68,0.8261,0.83204792,0.801317,Bullish,2025-09-13T09:26:23.042259+00:00,2025-09-13T14:56:23.042259+05:30,Success,45,45.0,,5.04%,82.18154405619516,0.003537806135578081,0.0025054247059481697,0.0010323814296299113,0.8271378772500552,0.8166650000000001,0.806192122749945,0.9504492783943514,159.9123767798434,5.0,3.0,0.0,0.8138452291594191,0.002104518320790167,0.8226140625,0.0014515625000000032,0.17645729220681822,,48.98665592486003,,rising,2626082.9,8.0,20.0,15.0,5.0,0.0,5.0,0.9504492783943514,82.18154405619516,159.9123767798434,0.0010323814296299113,0.002104518320790167,0.8226140625,,48.98665592486003,,3.0,0.0,rising,2626082.9,0.0014515625000000032,0.17645729220681822,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,53.0,61.0,0.0014515625000000032,0.17645729220681822,True,0.9811094723492747,0.17645729220681822,False,,61.0,68.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
